event_id,account_id,user_id,event_type,event_date,duration_mins,participants_count,features_used
EVT00009714,ACC00316,USR999990,phone,2024-09-29,289,27,
EVT00006523,ACC00096,USR000763,meeting,2024-08-19,232,0,"screen_share,recording,breakout_rooms"
EVT00003112,ACC00071,USR000573,webinar,2024-09-08,45,49,screen_share
EVT00009471,ACC00113,USR000848,meeting,05-07-2024,15,100,
EVT00000738,ACC00010,USR002977,Meeting,2024/08/05,265,50,"screen_share,recording,breakout_rooms,polling"
EVT00003134,ACC00045,USR003187,MEETING,2024-07-30,392,61,
EVT00008048,ACC00395,USR003214,MEETING,21-07-2024,380,23,
EVT00006552,ACC00041,USR000076,Phone,2024/09/01,104,78,
EVT00005408,ACC00310,USR002523,phone,2024-08-22,64,38,
EVT00005564,ACC00211,USR001585,Webinar,27-07-2024,30,52,
EVT00005329,ACC00248,USR001990,Webinar,07/17/2024,110,5,
EVT00006719,ACC00082,USR000644,Phone,2024/07/19,15,96,
EVT00005119,ACC00103,USR000800,Phone,2024-09-13,71,50,
EVT00004620,ACC00336,USR002715,phone,2024/08/11,76,87,
EVT00003690,ACC00296,USR002415,phone,08/01/2024,30,78,
EVT00007717,ACC00281,USR002284,meeting,07/07/2024,30,98,
EVT00001840,ACC00307,USR002514,webinar,09-08-2024,372,21,
EVT00001996,ACC00022,USR000179,Webinar,2024-07-28,88,61,
EVT00002400,ACC00062,USR000456,Phone,2024-07-03,95,54,"screen_share,recording,breakout_rooms"
EVT00006511,ACC00211,USR001609,Webinar,2024/08/01,60,51,
EVT00009357,ACC00316,USR002563,MEETING,2024-07-25,114,28,
EVT00004120,ACC00384,USR003100,Webinar,2024-08-20,15,30,
EVT00005895,ACC00170,USR001319,Meeting,08/04/2024,30,35,
EVT00000801,ACC00094,USR000761,meeting,08/12/2024,90,8,"screen_share,breakout_rooms"
EVT00008424,ACC00204,USR001501,webinar,2024/08/25,60,65,screen_share
EVT00007681,ACC00224,USR001725,MEETING,2024/08/04,261,46,"recording,breakout_rooms"
EVT00001406,ACC00032,USR003237,Meeting,07/29/2024,30,35,
EVT00005432,ACC00040,USR003049,Meeting,2024-07-13,45,23,
EVT00000070,ACC00022,USR000148,meeting,07/20/2024,60,35,
EVT00009544,ACC00154,USR001167,MEETING,2024-07-13,214,83,
EVT00002760,ACC00022,USR000149,meeting,16-07-2024,,96,
EVT00008295,ACC00214,USR001641,Phone,2024-07-20,87,84,screen_share
EVT00001587,ACC00176,USR001360,Phone,2024/07/01,437,26,recording
EVT00006667,ACC00211,USR001598,meeting,2024-08-19,78,34,
,ACC00253,USR002034,meeting,N/A,15,19,screen_share
EVT00001075,ACC00042,USR000349,MEETING,02-09-2024,99999,41,
EVT00003064,ACC00384,USR003095,webinar,2024-09-07,91,26,"screen share,recording,breakout rooms"
EVT00006488,ACC00391,USR003163,Webinar,2024-09-06,60,92,
EVT00004706,ACC00290,USR002365,MEETING,08-07-2024,159,91,
EVT00009070,ACC00010,USR000054,phone,08-07-2024,241,75,
EVT00002604,ACC00352,USR002811,MEETING,2024-09-03,105,69,
EVT00007739,ACC00204,USR001519,MEETING,07/23/2024,15,74,
EVT00001580,ACC00346,USR002786,Webinar,2024/09/22,15,16,
EVT00005059,ACC00165,USR001264,phone,2024-08-14,459,33,
EVT00005754,ACC00257,USR002068,Webinar,2024-08-03,403,93,
EVT00003549,ACC00296,USR002411,Webinar,09/02/2024,94,4,
EVT00000410,ACC00278,USR002218,Phone,09/02/2024,96,89,"screen_share,recording,breakout_rooms,polling"
EVT00004098,ACC00330,USR002688,meeting,07/09/2024,288,50,
EVT00006462,ACC00316,USR002565,MEETING,2024-09-28,117,27,"screen_share,recording"
EVT00005602,ACC00010,USR000042,meeting,2024-09-12,101,98,"screen_share,recording,breakout_rooms,polling"
EVT00005232,ACC00390,USR003141,Webinar,2024-07-11,30,32,
EVT00003778,ACC00146,USR001116,MEETING,2024-09-14,30,4,
EVT00002727,ACC00069,USR000525,phone,2024-07-08,0,0,
EVT00000478,ACC00134,USR001022,phone,2024-08-27,45,43,"screen_share,breakout_rooms"
EVT00001330,ACC00154,USR001174,webinar,08/25/2024,60,9,"screen_share,recording,breakout_rooms"
EVT00004036,ACC00366,USR002937,Meeting,2024-08-24,15,60,
EVT00009643,ACC00245,USR001939,Meeting,30-09-2024,321,76,screen_share | breakout_rooms
EVT00001778,ACC00254,USR002060,Webinar,2024-08-05,246,57,"screen_share,recording,breakout_rooms"
EVT00006097,ACC00330,USR002689,MEETING,06-09-2024,,6,
EVT00000752,ACC00117,USR000922,Webinar,2024-08-08,100,13,
EVT00005793,ACC00170,USR001317,Phone,24-07-2024,254,72,
EVT00004061,ACC00260,USR002099,webinar,16-07-2024,99999,45,
EVT00009042,ACC00040,USR001528,phone,2024-09-03,106,94,
EVT00006031,ACC00092,USR999828,webinar,24-08-2024,45,77,
EVT00005899,ACC00031,USR001692,Phone,2024-08-18,60,57,
EVT00009339,ACC00106,USR000811,meeting,13-07-2024,45,76,
EVT00009161,ACC00154,USR001166,Meeting,2024-08-08,304,57,
EVT00009997,ACC00022,USR000131,meeting,07/20/2024,15,80,
EVT00005152,ACC00392,USR003183,meeting,2024-07-11,60,96,
EVT00000469,ACC00062,USR000467,meeting,04-09-2024,281,63,"screen_share,recording,breakout_rooms,polling"
EVT00001546,ACC00010,USR002991,Meeting,08/06/2024,109,,"screen_share,recording"
EVT00006312,ACC00082,USR000636,webinar,2024-07-03,460,54,"screen_share,breakout_rooms"
EVT00002684,ACC00036,USR000278,Meeting,2024-08-22,97,42,
EVT00008967,ACC00374,USR003028,meeting,09/04/2024,103,68,"screen_share,recording,breakout_rooms,polling"
EVT00006182,ACC00201,USR001484,Webinar,20-09-2024,74,84,"screen_share,recording,breakout_rooms,polling"
EVT00001026,ACC00039,USR999964,Phone,08/08/2024,60,33,
EVT00005113,ACC00014,USR002611,Webinar,2024-09-21,60,12,screen_share
EVT00008563,ACC00356,USR002848,Meeting,2024-09-08,60,84,breakout_rooms
EVT00005369,ACC00018,USR000116,Webinar,08/08/2024,268,43,
EVT00002355,ACC00070,USR000547,meeting,2024/07/14,15,37,
EVT00007279,ACC00022,USR000159,Meeting,2024-09-13,67,15,
EVT00003603,ACC00011,USR000063,Phone,07-09-2024,15,47,
EVT00000774,ACC00250,USR002027,Meeting,2024/08/01,30,21,
EVT00006774,ACC00063,USR000492,Meeting,2024-09-17,60,21,
EVT00008810,ACC00047,USR002462,webinar,2024-08-31,184,68,recording
EVT00003383,ACC00307,USR002514,meeting,31-07-2024,60,15,
EVT00000642,ACC00296,USR002423,Phone,08/10/2024,85,17,
EVT00004234,ACC00347,USR002800,Webinar,2024/09/07,45,13,
EVT00003816,ACC00133,USR001015,meeting,29-08-2024,30,76,
EVT00004105,ACC00226,USR001727,webinar,14-09-2024,30,0,
EVT00009926,ACC00210,USR001577,meeting,30-09-2024,68,46,
EVT00001109,ACC00316,USR002572,Meeting,2024/08/02,86,3,
EVT00003528,ACC00226,USR001730,webinar,2024-07-26,30,83,
EVT00003496,ACC00192,USR001430,Webinar,08/16/2024,30,20,screen_share
EVT00001421,ACC00039,USR999293,meeting,2024-07-01,45,27,"screen_share,recording,breakout_rooms"
EVT00006924,ACC00161,USR001251,MEETING,2024/08/14,80,91,breakout_rooms
EVT00003882,ACC00049,USR000395,phone,02-09-2024,30,66,"recording,breakout_rooms"
EVT00008354,ACC00061,USR000453,webinar,2024-07-07,63,50,
,ACC00365,USR002919,Meeting,2024-07-04,60,64,
EVT00004939,ACC00226,USR001751,webinar,08/24/2024,60,7,
EVT00006799,ACC00296,USR002399,phone,07/09/2024,448,55,
EVT00007813,ACC00014,USR002613,meeting,2024/07/06,30,19,
EVT00001681,ACC00299,USR002436,meeting,2024/07/02,383,34,
EVT00006716,ACC00024,USR000203,Webinar,2024-08-29,45,49,"screen_share,recording,breakout_rooms"
EVT00000634,ACC99949,USR999894,phone,2024/09/03,60,6,screen_share
EVT00002570,ACC00373,USR003019,Meeting,11-09-2024,204,19,
EVT00007360,ACC00185,USR001403,Webinar,2024-08-12,60,64,
EVT00002167,ACC00238,USR001847,meeting,2024-07-12,65,97,
EVT00008170,ACC00031,USR001694,meeting,2024-08-15,60,47,
EVT00008846,ACC00047,USR002485,phone,2024/07/16,30,47,
EVT00002826,ACC00014,USR002608,webinar,2024-07-24,0,23,"screen_share,recording,breakout_rooms,polling"
EVT00004088,ACC00365,USR002916,Webinar,2024-09-03,45,6,
EVT00006244,ACC00120,USR000960,Webinar,2024-08-06,15,83,breakout_rooms
EVT00008365,ACC00014,USR002614,Webinar,2024-07-19,347,32,
EVT00003942,ACC00156,USR001196,Webinar,2024/08/30,88,92,"recording,breakout_rooms"
EVT00009180,ACC99903,USR003266,Meeting,07/04/2024,436,89,screen_share
EVT00008076,ACC00170,USR001308,webinar,15-08-2024,100,12,
EVT00009196,ACC00048,USR000389,meeting,04-07-2024,120,81,
EVT00004129,ACC00152,USR001143,Phone,2024-07-30,15,59,
EVT00001173,ACC00143,USR001092,phone,2024-08-25,82,13,"screen_share,recording,breakout_rooms,polling"
EVT00008669,ACC00022,USR000132,Webinar,07/08/2024,96,65,
EVT00004223,ACC00278,USR002237,phone,2024-09-01,15,9,
EVT00004835,ACC00090,USR000719,Phone,2024-07-07,60,24,
EVT00002577,ACC00322,USR002649,phone,2024-07-03,404,6,
EVT00001990,ACC00236,USR001817,webinar,2024-08-13,60,61,
EVT00006974,ACC00306,USR002501,phone,08/04/2024,45,93,
EVT00005837,ACC00031,USR000256,webinar,,459,56,screen share
EVT00004533,ACC00030,USR000246,Webinar,09/25/2024,232,51,
EVT00003210,ACC00204,USR001498,Webinar,2024-09-13,30,45,
EVT00003856,ACC00363,USR002912,phone,,30,88,"screen_share,recording,breakout_rooms,polling"
EVT00002629,ACC00138,USR001076,Webinar,09/22/2024,15,93,
EVT00007804,ACC00268,USR002147,meeting,30-09-2024,15,88,"screen_share,breakout_rooms"
EVT00001411,ACC00207,USR001555,Phone,2024-08-18,78,77,
EVT00008258,ACC00284,USR002303,Meeting,07/14/2024,15,69,
EVT00007387,ACC00004,USR001826,Meeting,2024-09-27,68,83,
EVT00004304,ACC00366,USR002958,meeting,16-07-2024,60,64,
EVT00006751,ACC00016,USR000111,phone,2024-07-30,,77,
EVT00006556,ACC00236,USR001808,MEETING,2024-07-09,94,47,
EVT00000816,ACC00047,USR002481,Meeting,07/09/2024,15,84,
EVT00002405,ACC00048,USR000392,Webinar,08/18/2024,60,27,
EVT00005398,ACC00151,USR001141,phone,2024/08/31,100,55,
EVT00009957,ACC00045,USR003190,webinar,2024-08-21,392,7,
EVT00002132,ACC00277,USR002213,Meeting,09/25/2024,30,,
EVT00001798,ACC00193,USR001445,Meeting,30-09-2024,73,95,
EVT00003091,ACC00024,USR000193,Phone,2024/08/29,73,81,recording
EVT00004185,ACC00115,USR000889,Meeting,2024/08/11,204,,
EVT00004565,ACC00384,USR003090,webinar,04-07-2024,,98,"recording,breakout_rooms"
EVT00005031,ACC00117,USR000915,Phone,13-08-2024,45,93,"screen_share,recording,breakout_rooms"
EVT00008049,ACC00284,USR002319,Meeting,2024/07/29,0,64,"screen_share,recording,breakout_rooms,polling"
EVT00000123,ACC00066,USR000501,MEETING,09/27/2024,336,40,breakout_rooms
EVT00000180,ACC00082,USR000638,Meeting,25-07-2024,15,56,
EVT00009251,ACC00242,USR001886,Webinar,2024/07/02,89,95,
EVT00008096,ACC00185,USR001413,Webinar,08/22/2024,-30,19,
EVT00006430,ACC00035,USR000271,meeting,2024-08-15,70,59,"screen_share,recording,breakout_rooms,polling"
EVT00009738,ACC00048,USR000386,MEETING,07/26/2024,104,28,
EVT00004993,ACC00082,USR000641,Webinar,2024/09/21,15,85,
EVT00001158,ACC00289,USR002347,Meeting,14-07-2024,255,64,
EVT00009004,ACC00342,USR002747,webinar,2024-09-20,119,84,
EVT00001533,ACC00087,USR000681,Phone,2024-09-10,60,12,
EVT00008993,ACC00039,USR000226,meeting,2024-07-08,112,75,
EVT00007860,ACC00268,USR002129,Meeting,2024/08/24,68,5,"screen_share,breakout_rooms"
EVT00009111,ACC00236,USR001811,Phone,2024-08-21,246,59,
EVT00001536,ACC00268,USR002120,phone,2024/09/08,15,52,recording
EVT00009260,ACC00296,USR002420,phone,14-07-2024,400,21,
EVT00005518,ACC00342,USR002742,Meeting,30-09-2024,90,88,
EVT00002606,ACC00185,USR001417,MEETING,09/03/2024,45,57,
EVT00006128,ACC00170,USR001294,webinar,09/17/2024,95,65,
EVT00009142,ACC00204,USR001525,Webinar,2024-08-26,97,5,
EVT00007459,ACC00022,USR000167,phone,11-07-2024,60,51,
EVT00002178,ACC99906,USR003256,meeting,2024-09-04,68,81,
EVT00007991,ACC00317,USR002597,webinar,08/18/2024,60,50,
EVT00002352,ACC00298,USR002432,meeting,08/27/2024,45,56,"screen_share,recording,breakout_rooms"
EVT00009178,ACC00036,USR000298,Meeting,NULL,287,66,
EVT00003503,ACC00395,USR003216,Meeting,2024-07-13,45,21,
EVT00002135,ACC00120,USR000949,Webinar,28-09-2024,117,85,"screen_share,recording,breakout_rooms,polling"
EVT00001481,ACC00195,USR001471,webinar,2024/08/21,60,16,
EVT00002794,ACC00226,USR001758,Webinar,2024/08/27,60,61,screen_share
EVT00004844,ACC00036,USR000279,MEETING,,45,26,
,ACC00010,USR002973,Webinar,2024/08/04,356,54,
EVT00009935,ACC00173,USR001347,MEETING,2024-08-05,344,67,
EVT00004763,ACC00133,USR001017,phone,2024-07-18,30,,screen_share
EVT00007192,ACC00263,USR002107,Webinar,02-09-2024,60,7,
NULL,ACC00022,USR000144,MEETING,2024-08-15,100,41,
EVT00009637,ACC00039,USR000331,Phone,08/31/2024,92,76,
EVT00003446,ACC00114,USR000872,phone,2024-08-24,60,54,
EVT00008150,ACC00010,USR002992,Phone,2024-08-01,45,28,
EVT00007766,ACC00366,USR002933,Meeting,2024-08-01,15,16,
EVT00003621,ACC00211,USR001601,meeting,27-09-2024,69,34,
EVT00001953,ACC00154,USR001168,Webinar,2024/09/04,30,20,
EVT00000556,ACC00316,USR002551,meeting,2024-07-15,92,17,recording
EVT00004265,ACC00314,USR002547,Phone,2024-07-06,100,88,
EVT00001164,ACC00332,USR002696,Webinar,2024-07-21,15,82,
EVT00001585,ACC00242,USR001891,webinar,2024/09/10,,82,
EVT00006152,ACC00391,USR003148,Phone,2024-09-21,461,8,
EVT00009721,ACC00071,USR000572,Phone,2024-07-16,413,23,
EVT00005838,ACC00358,USR002878,Meeting,23-07-2024,86,13,
EVT00005262,ACC00281,USR999276,meeting,2024-07-08,77,23,
EVT00005240,ACC00039,USR000217,webinar,03-07-2024,60,76,
EVT00007914,ACC00391,USR003170,MEETING,11-07-2024,78,46,breakout_rooms
EVT00009163,ACC00028,USR001229,MEETING,2024-08-08,79,91,
EVT00001599,ACC00170,USR999131,Meeting,07/06/2024,106,86,
EVT00007183,ACC00317,USR002596,Webinar,07/23/2024,-30,81,
EVT00000301,ACC00228,USR001768,Phone,2024-07-02,78,61,"screen_share,recording,breakout_rooms"
EVT00009661,ACC00204,USR999068,Meeting,2024/08/13,400,96,"screen_share,recording,breakout_rooms,polling"
EVT00006948,ACC00012,USR002088,Phone,07-08-2024,336,65,
EVT00003795,ACC00271,USR002178,Webinar,15-08-2024,74,42,"screen_share,recording,breakout_rooms,polling"
EVT00004573,ACC00031,USR001685,Webinar,2024-07-16,69,95,recording
EVT00004336,ACC00068,USR000506,meeting,2024-07-07,83,94,
EVT00002859,ACC00146,USR001123,Phone,2024/07/22,15,17,
EVT00005695,ACC00120,USR000934,Meeting,09/01/2024,93,16,
EVT00003143,ACC00055,USR000425,MEETING,2024/08/02,60,12,
EVT00001360,ACC00004,USR001834,Phone,11-07-2024,15,71,
EVT00004534,ACC00022,USR000165,Webinar,2024/09/03,30,4,"SCREEN_SHARE,RECORDING,BREAKOUT_ROOMS"
EVT00009750,ACC00031,USR001692,MEETING,16-08-2024,319,6,
EVT00005688,ACC00391,USR003167,meeting,2024/07/15,105,95,
EVT00000487,ACC00322,USR002651,Phone,09/25/2024,292,34,
EVT00007837,ACC00366,USR002926,Webinar,2024-09-30,366,24,
EVT00009555,ACC00075,USR000607,Meeting,08/03/2024,45,26,
EVT00005901,ACC00384,USR003101,Webinar,2024-07-31,60,79,screen_share
EVT00008117,ACC00204,USR001500,phone,2024/07/03,107,31,
EVT00007363,ACC00119,USR000928,MEETING,2024-07-04,15,59,recording
EVT00001153,ACC00131,USR001008,Phone,2024/09/06,15,80,breakout_rooms
EVT00005383,ACC00388,USR003121,phone,2024/08/27,104,49,"screen_share,recording,breakout_rooms,polling"
EVT00009742,ACC00296,USR002409,Meeting,14-09-2024,30,91,
EVT00005425,ACC00248,USR001986,Webinar,2024/08/02,30,70,
EVT00008808,ACC00010,USR002986,webinar,2024/09/06,99,18,
EVT00005187,ACC00388,USR003114,phone,08/24/2024,102,46,recording
EVT00008410,ACC00004,USR001841,webinar,2024/09/12,75,64,
EVT00006190,ACC00039,USR000210,Meeting,2024-07-20,118,83,"screen_share,recording,breakout_rooms,polling"
EVT00009703,ACC00284,USR002307,phone,2024/08/05,60,-5,"screen_share,recording,breakout_rooms"
EVT00008270,ACC00356,USR002841,meeting,21-09-2024,60,13,
EVT00005315,ACC00071,USR000553,meeting,2024-09-29,15,76,
EVT00009904,ACC00248,USR001987,meeting,2024-08-23,45,48,
EVT00000666,ACC00025,USR002888,MEETING,14-07-2024,15,80,
EVT00003354,ACC00226,USR001727,Webinar,2024/09/08,365,56,
EVT00008852,ACC00193,USR001434,MEETING,08/15/2024,15,77,"recording,breakout_rooms"
EVT00008062,ACC00261,USR002100,webinar,2024-07-11,15,100,
EVT00000643,ACC00148,USR001134,Webinar,2024-07-14,404,24,"screen_share,breakout_rooms"
,ACC00170,USR001315,MEETING,03-09-2024,100,-5,
EVT00000177,ACC00249,USR001996,meeting,01-10-2024,45,29,screen_share
EVT00006432,ACC00082,USR000646,Webinar,2024-09-23,82,10,"screen_share,breakout_rooms"
EVT00009911,ACC00022,USR000583,Webinar,16-09-2024,379,17,
EVT00003439,ACC00316,USR002563,Phone,2024/08/05,60,63,
EVT00000787,ACC00322,USR002656,phone,09/18/2024,197,27,recording
EVT00006392,ACC00366,USR002933,Meeting,2024-09-20,466,36,
EVT00009066,ACC00165,USR001265,webinar,2024-10-01,60,66,breakout_rooms
EVT00009928,ACC00286,USR002336,webinar,09/23/2024,271,78,"recording,breakout_rooms"
EVT00003203,ACC00379,USR003062,MEETING,2024-08-30,366,99,
EVT00004804,ACC00236,USR001798,phone,2024-09-01,45,10,
EVT00007836,ACC00039,USR000327,webinar,2024-07-26,15,44,"screen_share,recording,breakout_rooms"
EVT00007941,ACC00138,USR001073,phone,09/09/2024,75,47,recording
EVT00000092,ACC00013,USR000084,Webinar,03-09-2024,30,-5,
EVT00005763,ACC00224,USR001719,webinar,09/12/2024,60,51,
,ACC00028,USR001227,MEETING,2024-08-01,15,4,"screen_share,recording,breakout_rooms"
EVT00009505,ACC00263,USR002109,Webinar,2024/09/03,100,20,screen_share;recording;breakout_rooms;polling
EVT00008238,ACC00358,USR002867,meeting,09/30/2024,45,82,recording
EVT00001972,ACC00146,USR001117,Phone,2024-07-23,106,93,recording
EVT00002906,ACC00358,USR002868,Phone,09/01/2024,30,36,
EVT00000531,ACC00290,USR002375,Webinar,09/11/2024,104,3,
EVT00003636,ACC00022,USR000165,phone,N/A,45,20,"screen_share,recording,breakout_rooms,polling"
EVT00000997,ACC00022,USR000187,meeting,12-09-2024,45,49,
EVT00005853,ACC00121,USR000974,meeting,2024/08/14,-30,34,
EVT00004227,ACC00274,USR002192,Webinar,2024/09/23,,51,"screen_share,breakout_rooms"
EVT00005617,ACC00384,USR003088,MEETING,2024-09-16,63,0,
EVT00002313,ACC00020,USR000123,webinar,2024/08/12,45,20,
EVT00002155,ACC00388,USR999435,Phone,2024-07-26,30,97,recording
EVT00005318,ACC00061,USR000452,MEETING,15-08-2024,102,51,
EVT00001428,ACC00133,USR001018,phone,2024-07-18,425,37,
EVT00008631,ACC00204,USR001497,phone,20-07-2024,95,64,
EVT00006033,ACC00395,USR003227,phone,04-08-2024,15,12,recording
EVT00004416,ACC00138,USR001063,meeting,2024/07/20,30,5,
EVT00008819,ACC00053,USR000418,Phone,09/02/2024,87,84,
EVT00003086,ACC00356,USR002845,MEETING,08/24/2024,99999,35,"screen_share,breakout_rooms"
EVT00007799,ACC00271,USR002181,Webinar,29-08-2024,62,96,
EVT00009154,ACC00249,USR002004,Webinar,NULL,30,100,
EVT00008210,ACC00039,USR000329,Webinar,2024-09-07,107,25,
EVT00009574,ACC00249,USR002026,Webinar,07-09-2024,60,93,
EVT00009535,ACC00062,USR000466,Phone,2024-09-20,78,55,"recording,breakout_rooms"
EVT00000496,ACC00201,USR001484,meeting,2024/08/05,64,86,
EVT00003750,ACC00010,USR000045,phone,,30,14,"screen_share,recording,breakout_rooms"
EVT00002322,ACC00087,USR000685,Webinar,2024-07-16,60,36,"screen_share,recording,breakout_rooms"
EVT00004268,ACC00199,USR001482,Phone,2024-08-09,60,70,
EVT00003406,ACC00281,USR002281,MEETING,2024/07/18,60,83,"screen_share,recording"
EVT00000152,ACC00193,USR001447,phone,2024-08-05,64,9,
EVT00007370,ACC00242,USR001902,Webinar,2024/08/30,15,9,
EVT00000695,ACC00114,USR000866,meeting,09-07-2024,156,65,"screen_share,breakout_rooms"
EVT00004418,ACC00114,USR000866,Meeting,2024/08/18,106,46,breakout_rooms
EVT00005698,ACC00242,USR001893,webinar,2024-07-25,152,78,
EVT00001739,ACC00236,USR001812,meeting,08/15/2024,443,12,"RECORDING,BREAKOUT_ROOMS"
EVT00003002,ACC00356,USR002851,phone,2024/09/03,180,28,
EVT00000168,ACC00076,USR000616,webinar,2024-09-07,15,93,
EVT00006112,ACC00048,USR000390,webinar,07/24/2024,93,77,breakout_rooms
EVT00004623,ACC00041,USR000343,webinar,08/31/2024,64,13,
EVT00002866,ACC00366,USR002951,Meeting,2024-07-15,15,25,recording
EVT00008545,ACC00031,USR000259,MEETING,29-07-2024,194,69,
EVT00004703,ACC00022,USR000582,Meeting,2024/08/04,30,41,
EVT00002884,ACC00339,USR002720,MEETING,2024/08/12,15,37,
EVT00003032,ACC00316,USR002555,Webinar,2024-07-16,145,15,"screen_share,recording,breakout_rooms"
EVT00008184,ACC00069,USR000541,Phone,29-07-2024,30,95,
EVT00008981,ACC00063,USR000488,Meeting,N/A,174,99,
EVT00008529,ACC00022,USR000158,MEETING,2024-09-07,62,35,
EVT00005682,ACC00016,USR999380,phone,2024-07-03,100,84,
EVT00007210,ACC00282,USR002291,MEETING,2024-09-03,189,60,"screen_share,breakout_rooms"
EVT00005992,ACC00155,USR001185,webinar,08/12/2024,,10,
EVT00002277,ACC00339,USR002720,Phone,2024-09-18,-30,73,recording
EVT00007133,ACC00036,USR000305,Meeting,09/17/2024,70,68,
EVT00005706,ACC00242,USR001905,Meeting,2024/08/03,100,21,
EVT00007999,ACC00281,USR002259,Webinar,2024/07/21,15,86,
EVT00005293,ACC00248,USR001979,webinar,2024-08-20,45,66,
EVT00004305,ACC00007,USR003074,Phone,2024/07/04,90,87,
EVT00007446,ACC00031,USR000265,Meeting,16-09-2024,30,73,
EVT00000429,ACC00013,USR000090,Phone,2024-07-14,15,90,
EVT00007069,ACC00053,USR000418,Phone,07/25/2024,207,66,
EVT00006365,ACC00269,USR002167,webinar,07/29/2024,77,88,
EVT00004216,ACC00040,USR001532,Meeting,2024-09-16,234,2,
EVT00000427,ACC00069,USR999625,webinar,2024/08/08,458,39,"screen_share,breakout_rooms"
EVT00002224,ACC00113,USR000837,webinar,2024/09/30,45,6,breakout_rooms
EVT00000101,ACC99946,USR003272,MEETING,2024-08-24,45,94,
EVT00009245,ACC00173,USR001351,phone,08/15/2024,30,29,screen_share
EVT00003308,ACC00015,USR000103,Meeting,2024-07-18,271,25,
EVT00002763,ACC00063,USR000479,phone,2024-08-19,60,83,
EVT00005858,ACC00170,USR001310,MEETING,08/20/2024,141,-5,"screen_share,recording"
EVT00004739,ACC00091,USR000751,webinar,2024/08/05,458,30,
EVT00007093,ACC00244,USR001920,Phone,08-07-2024,60,94,screen_share
EVT00009633,ACC00065,USR000496,meeting,25-08-2024,86,5,
EVT00003287,ACC00374,USR003031,phone,2024-08-25,116,52,screen_share
EVT00007713,ACC00002,USR000003,Meeting,09/04/2024,60,10,
EVT00007869,ACC00231,USR001785,Phone,07/31/2024,63,46,
EVT00006068,ACC00012,USR002093,meeting,08/25/2024,60,64,breakout_rooms
EVT00009236,ACC00366,USR002936,Webinar,2024-07-12,30,87,
,ACC00339,USR002728,MEETING,2024-07-09,339,85,
EVT00001466,ACC00143,USR001093,webinar,2024-08-13,15,37,
EVT00007676,ACC00215,USR001651,MEETING,2024-07-13,79,24,recording
EVT00002235,ACC00307,USR002514,MEETING,08/19/2024,124,15,"screen_share,breakout_rooms"
EVT00001745,ACC00214,USR001636,Phone,07/14/2024,161,56,
EVT00009755,ACC00272,USR002184,Webinar,,91,-5,"recording,breakout_rooms"
EVT00006095,ACC00057,USR000438,webinar,2024/08/08,45,3,
EVT00008782,ACC00248,USR001973,meeting,16-08-2024,66,19,
EVT00009402,ACC00018,USR002065,Meeting,2024-08-09,30,90,recording
EVT00008372,ACC00172,USR001330,Meeting,2024-07-04,60,28,
,ACC99903,USR003266,MEETING,09-07-2024,15,71,
EVT00009235,ACC00009,USR000026,Phone,13-08-2024,30,65,breakout_rooms
EVT00003945,ACC00301,USR002453,MEETING,2024/08/09,77,36,
EVT00006863,ACC00367,USR002963,phone,22-07-2024,92,84,screen_share | recording
EVT00005351,ACC00346,USR002769,MEETING,NULL,135,29,
EVT00009423,ACC00301,USR002455,Meeting,2024/07/09,15,71,
EVT00002122,ACC00154,USR001147,Phone,2024-08-31,115,36,
EVT00004973,ACC00053,USR000417,Meeting,2024-07-20,115,29,"screen_share,breakout_rooms"
EVT00008577,ACC00020,USR000119,meeting,2024-08-21,60,80,screen_share;recording;breakout_rooms
EVT00003785,ACC00391,USR003166,phone,2024-09-07,45,94,
EVT00006873,ACC00290,USR999231,Meeting,31-08-2024,15,,breakout_rooms
EVT00000917,ACC00310,USR002524,Meeting,2024-09-09,60,30,"screen_share,recording,breakout_rooms,polling"
EVT00009395,ACC00284,USR002317,phone,2024-08-08,226,21,
EVT00007253,ACC00269,USR002166,Meeting,2024/09/22,60,70,
EVT00008013,ACC00069,USR000522,Webinar,2024-07-11,45,62,
EVT00005822,ACC00391,USR003142,Meeting,2024-08-22,30,98,"recording,breakout_rooms"
EVT00004404,ACC00226,USR001728,Webinar,20-08-2024,45,10000,screen_share
EVT00004864,ACC00031,USR001682,Webinar,2024-09-01,15,95,"screen_share,breakout_rooms"
EVT00008516,ACC00281,USR002268,webinar,08/02/2024,210,55,breakout_rooms
EVT00005423,ACC00039,USR000227,Webinar,NULL,60,83,"screen_share,breakout_rooms"
EVT00007734,ACC00011,USR000065,phone,2024-08-28,70,25,
EVT00001204,ACC00278,USR002238,Phone,22-08-2024,447,29,
EVT00003769,ACC00036,USR000284,meeting,07/18/2024,76,14,
EVT00005358,ACC00310,USR002521,webinar,N/A,30,17,recording
EVT00003853,ACC00131,USR001008,Meeting,NULL,90,42,"screen_share,breakout_rooms"
EVT00001927,ACC00194,USR001453,meeting,,30,13,"recording,breakout_rooms"
EVT00003115,ACC00165,USR001262,webinar,2024/07/03,117,17,screen_share
EVT00002642,ACC00290,USR002353,meeting,2024-08-06,112,7,"screen_share,recording,breakout_rooms"
EVT00007640,ACC00231,USR001784,Phone,07/27/2024,65,86,
EVT00007361,ACC00245,USR001925,webinar,N/A,60,10,
